Guerlain,"Super Aqua-Serum",4.3182,$180.00,https://www.sephora.com/product/super-aqua-serum-P213200,https://www.sephora.com/productimages/sku/s1088046-main-grid.jpg,https://www.sephora.com/productimages/sku/s1088046-main-hero.jpg,https://www.sephora.com/productimages/sku/s1088046-main-Lhero.jpg,2018/03/10
"The Ordinary","Vitamin C Suspension 30% in Silicone",4.2917,$6.80,https://www.sephora.com/product/vitamin-c-suspension-30-in-silicone-P427409,https://www.sephora.com/productimages/sku/s2031474-main-grid.jpg,https://www.sephora.com/productimages/sku/s2031474-main-hero.jpg,https://www.sephora.com/productimages/sku/s2031474-main-Lhero.jpg,2018/03/10
Origins,"Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Advanced Face Serum",4.2308,$55.00,https://www.sephora.com/product/dr-andrew-weil-for-origins-tm-mega-mushroom-relief-resilience-advanced-face-serum-P429245,https://www.sephora.com/productimages/sku/s2056075-main-grid.jpg,https://www.sephora.com/productimages/sku/s2056075-main-hero.jpg,https://www.sephora.com/productimages/sku/s2056075-main-Lhero.jpg,2018/03/10
"VERSO SKINCARE","Super Facial Serum",4.2051,$120.00,https://www.sephora.com/product/super-facial-serum-P382016,https://www.sephora.com/productimages/sku/s1561091-main-grid.jpg,https://www.sephora.com/productimages/sku/s1561091-main-hero.jpg,https://www.sephora.com/productimages/sku/s1561091-main-Lhero.jpg,2018/03/10
"Perricone MD",Acyl-Glutathione,4.1593,"$185.00 - $229.00",https://www.sephora.com/product/acyl-glutathione-P282932,https://www.sephora.com/productimages/sku/s1331065-main-grid.jpg,https://www.sephora.com/productimages/sku/s1331065-main-hero.jpg,https://www.sephora.com/productimages/sku/s1331065-main-Lhero.jpg,2018/03/10
"Dr. Brandt Skincare","Power Dose Vitamin D",4.1429,$55.00,https://www.sephora.com/product/power-dose-vitamin-d-P407430,https://www.sephora.com/productimages/sku/s1809458-main-grid.jpg,https://www.sephora.com/productimages/sku/s1809458-main-hero.jpg,https://www.sephora.com/productimages/sku/s1809458-main-Lhero.jpg,2018/03/10
"Dr. Dennis Gross Skincare","Hydra-Pure™ Vitamin C Brightening Serum",4.1304,$95.00,https://www.sephora.com/product/hydra-pure-vitamin-c-brightening-serum-P184113,https://www.sephora.com/productimages/sku/s1014455-main-grid.jpg,https://www.sephora.com/productimages/sku/s1014455-main-hero.jpg,https://www.sephora.com/productimages/sku/s1014455-main-Lhero.jpg,2018/03/10
KENZOKI,"Belle de Jour White Lotus Serum",4.0,$105.00,https://www.sephora.com/product/belle-de-jour-white-lotus-serum-P399726,https://www.sephora.com/productimages/sku/s1758580-main-grid.jpg,https://www.sephora.com/productimages/sku/s1758580-main-hero.jpg,https://www.sephora.com/productimages/sku/s1758580-main-Lhero.jpg,2018/03/10
Algenist,"Catalyst Alguronic Acid Power Treatment",4.0,$145.00,https://www.sephora.com/product/catalyst-alguronic-acid-power-treatment-P402603,https://www.sephora.com/productimages/sku/s1768308-main-grid.jpg,https://www.sephora.com/productimages/sku/s1768308-main-hero.jpg,https://www.sephora.com/productimages/sku/s1768308-main-Lhero.jpg,2018/03/10
"Estée Lauder","Nutritious Vitality8™ Night Detox Concentrate",4.0,$82.00,https://www.sephora.com/product/nutritious-vitality8-night-detox-concentrate-P393905,https://www.sephora.com/productimages/sku/s1681725-main-grid.jpg,https://www.sephora.com/productimages/sku/s1681725-main-hero.jpg,https://www.sephora.com/productimages/sku/s1681725-main-Lhero.jpg,2018/03/10
"Estée Lauder","Nutritious Vitality8™ Radiant Dual-Phase Emulsion",4.0,$64.00,https://www.sephora.com/product/nutritious-vitality8-radiant-dual-phase-emulsion-P392950,https://www.sephora.com/productimages/sku/s1681717-main-grid.jpg,https://www.sephora.com/productimages/sku/s1681717-main-hero.jpg,https://www.sephora.com/productimages/sku/s1681717-main-Lhero.jpg,2018/03/10
"Dermarche Labs","FULLFILL™ Hyaluronic Acid Topical Wrinkle Filler",3.9286,$89.00,https://www.sephora.com/product/fullfill-hyaluronic-acid-topical-wrinkle-filler-P401701,https://www.sephora.com/productimages/sku/s1764794-main-grid.jpg,https://www.sephora.com/productimages/sku/s1764794-main-hero.jpg,https://www.sephora.com/productimages/sku/s1764794-main-Lhero.jpg,2018/03/10
"Perricone MD","Thio:Plex Intensive™ 2-Step Brightening System",3.8,$145.00,https://www.sephora.com/product/thio-plex-intensive-2-step-brightening-system-P412304,https://www.sephora.com/productimages/sku/s1869387-main-grid.jpg,https://www.sephora.com/productimages/sku/s1869387-main-hero.jpg,https://www.sephora.com/productimages/sku/s1869387-main-Lhero.jpg,2018/03/10
Algenist,"Genius White Brightening Anti-Aging Emulsion",3.7778,$75.00,https://www.sephora.com/product/genius-white-brightening-anti-aging-emulsion-P393643,https://www.sephora.com/productimages/sku/s1691690-main-grid.jpg,https://www.sephora.com/productimages/sku/s1691690-main-hero.jpg,https://www.sephora.com/productimages/sku/s1691690-main-Lhero.jpg,2018/03/10
NARS,"Optimal Brightening Concentrate",3.75,$74.00,https://www.sephora.com/product/optimal-brightening-concentrate-P377865,https://www.sephora.com/productimages/sku/s1478338-main-grid.jpg,https://www.sephora.com/productimages/sku/s1478338-main-hero.jpg,https://www.sephora.com/productimages/sku/s1478338-main-Lhero.jpg,2018/03/10
NuFACE,"Gel Primer 24K Gold Complex - Firm",3.7273,$39.00,https://www.sephora.com/product/gel-primer-24k-gold-complex-firm-P402693,https://www.sephora.com/productimages/sku/s1768167-main-grid.jpg,https://www.sephora.com/productimages/sku/s1768167-main-hero.jpg,https://www.sephora.com/productimages/sku/s1768167-main-Lhero.jpg,2018/03/10
Lancôme,"DreamTone Ultimate Dark Spot Corrector",3.5154,$99.00,https://www.sephora.com/product/dreamtone-ultimate-dark-spot-corrector-P382125,https://www.sephora.com/productimages/sku/s1562313-main-grid.jpg,https://www.sephora.com/productimages/sku/s1562313-main-hero.jpg,https://www.sephora.com/productimages/sku/s1562313-main-Lhero.jpg,2018/03/10
"VERSO SKINCARE","Dark Spot Fix",3.381,$150.00,https://www.sephora.com/product/dark-spot-fix-P386770,https://www.sephora.com/productimages/sku/s1628593-main-grid.jpg,https://www.sephora.com/productimages/sku/s1628593-main-hero.jpg,https://www.sephora.com/productimages/sku/s1628593-main-Lhero.jpg,2018/03/10
Omorovicza,"Radiance Renewal Serum",3.3333,$160.00,https://www.sephora.com/product/radiance-renewal-serum-P309210,https://www.sephora.com/productimages/sku/s1424050-main-grid.jpg,https://www.sephora.com/productimages/sku/s1424050-main-hero.jpg,https://www.sephora.com/productimages/sku/s1424050-main-Lhero.jpg,2018/03/10
"Natasha Denona","Lifting Primer Anti-Aging Serum",2.7,$60.00,https://www.sephora.com/product/lifting-primer-anti-aging-serum-P411824,https://www.sephora.com/productimages/sku/s1874858-main-grid.jpg,https://www.sephora.com/productimages/sku/s1874858-main-hero.jpg,https://www.sephora.com/productimages/sku/s1874858-main-Lhero.jpg,2018/03/10
Dior,"Diorsnow Essence of Light Pure Concentrate of Light Brightening Milk Serum",0.0,$140.00,https://www.sephora.com/product/diorsnow-essence-light-pure-concentrate-light-brightening-milk-serum-P429677,https://www.sephora.com/productimages/sku/s2058022-main-grid.jpg,https://www.sephora.com/productimages/sku/s2058022-main-hero.jpg,https://www.sephora.com/productimages/sku/s2058022-main-Lhero.jpg,2018/03/10
"Perricone MD","H2 Elemental Energy Advanced Renewal Infusion Serum",0.0,$199.00,https://www.sephora.com/product/h2-elemental-energy-advanced-renewal-infusion-serum-P418314,https://www.sephora.com/productimages/sku/s1942580-main-grid.jpg,https://www.sephora.com/productimages/sku/s1942580-main-hero.jpg,https://www.sephora.com/productimages/sku/s1942580-main-Lhero.jpg,2018/03/10
Conture,"Kinetic Treatment Serum",0.0,$65.00,https://www.sephora.com/product/kinetic-treatment-serum-P426072,https://www.sephora.com/productimages/sku/s2043834-main-grid.jpg,https://www.sephora.com/productimages/sku/s2043834-main-hero.jpg,https://www.sephora.com/productimages/sku/s2043834-main-Lhero.jpg,2018/03/10
"Dr. Brandt Skincare","pores no more® Mattifying Hydrator Pore Minimizing Gel",0.0,$48.00,https://www.sephora.com/product/pores-no-more-mattifying-hydrator-pore-minimizing-gel-P429661,https://www.sephora.com/productimages/sku/s2062925-main-grid.jpg,https://www.sephora.com/productimages/sku/s2062925-main-hero.jpg,https://www.sephora.com/productimages/sku/s2062925-main-Lhero.jpg,2018/03/10
